IP,Time,URL,Staus
10.131.0.1/6477,14/Dec/2017:05:10:03,GET / HTTP/1.1,200
10.131.0.1/8394,14/Dec/2017:05:10:07,GET /compiler.php HTTP/1.1,200
10.131.0.1/9483,14/Dec/2017:05:10:14,GET /home.php HTTP/1.1,200
10.130.2.1/4084,14/Dec/2017:05:17:34,GET / HTTP/1.1,302
10.130.2.1/1589,14/Dec/2017:05:17:34,GET /login.php HTTP/1.1,200
10.131.0.1/1319,14/Dec/2017:05:17:40,GET / HTTP/1.1,302
10.131.0.1/6943,14/Dec/2017:05:17:41,GET /login.php HTTP/1.1,200
10.131.0.1/4159,14/Dec/2017:07:09:01,GET / HTTP/1.1,302
10.131.0.1/7888,14/Dec/2017:07:09:01,GET /login.php HTTP/1.1,200
10.131.0.1/7847,14/Dec/2017:07:09:11,GET / HTTP/1.1,302
10.131.0.1/5499,14/Dec/2017:07:09:12,GET /login.php HTTP/1.1,200
10.131.0.1/9288,14/Dec/2017:09:23:28,GET / HTTP/1.1,302
10.131.0.1/2578,14/Dec/2017:09:23:28,GET /login.php HTTP/1.1,200
10.131.0.1/5457,14/Dec/2017:09:23:38,GET / HTTP/1.1,302
10.131.0.1/8252,14/Dec/2017:09:23:38,GET /login.php HTTP/1.1,200
10.131.0.1/2878,14/Dec/2017:09:27:04,GET /robots.txt HTTP/1.1,404
10.130.2.1/1038,14/Dec/2017:09:39:35,GET /home.php HTTP/1.1,302
10.130.2.1/7398,14/Dec/2017:10:15:39,GET /robots.txt HTTP/1.1,404
10.130.2.1/1815,14/Dec/2017:10:15:43,GET /login.php HTTP/1.1,200
10.131.0.1/9187,14/Dec/2017:10:15:45,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.130.2.1/5809,14/Dec/2017:10:15:46,GET /css/normalize.css HTTP/1.1,304
10.131.0.1/7500,14/Dec/2017:10:15:47,GET /css/style.css HTTP/1.1,200
10.128.2.1/2551,14/Dec/2017:10:15:49,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/9296,14/Dec/2017:10:15:50,GET /css/font-awesome.min.css HTTP/1.1,304
10.130.2.1/9127,14/Dec/2017:10:15:51,GET /css/main.css HTTP/1.1,304
10.128.2.1/8834,14/Dec/2017:10:15:53,GET /css/bootstrap.min.css HTTP/1.1,304
10.131.0.1/6326,14/Dec/2017:10:16:13,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.128.2.1/6182,14/Dec/2017:10:16:15,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.131.0.1/2846,14/Dec/2017:11:13:27,GET /home.php HTTP/1.1,302
10.128.2.1/5740,14/Dec/2017:11:13:27,GET /login.php HTTP/1.1,200
10.130.2.1/6681,14/Dec/2017:11:13:28,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/8842,14/Dec/2017:11:13:28,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/5165,14/Dec/2017:11:13:28,GET /css/style.css HTTP/1.1,200
10.130.2.1/9871,14/Dec/2017:11:13:28,GET /css/main.css HTTP/1.1,200
10.131.0.1/620,14/Dec/2017:11:13:28,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/7137,14/Dec/2017:11:13:31,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/131,14/Dec/2017:11:13:32,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.128.2.1/3650,14/Dec/2017:11:13:32,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/8295,14/Dec/2017:11:13:51,GET /img/ruet.png HTTP/1.1,200
10.130.2.1/9798,14/Dec/2017:11:13:51,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/3811,14/Dec/2017:11:17:16,GET / HTTP/1.1,302
10.131.0.1/2203,14/Dec/2017:11:17:16,GET /login.php HTTP/1.1,200
10.128.2.1/5000,14/Dec/2017:12:55:27,GET / HTTP/1.1,302
10.130.2.1/7449,14/Dec/2017:12:55:27,GET /login.php HTTP/1.1,200
10.128.2.1/2229,14/Dec/2017:13:20:36,GET / HTTP/1.1,302
10.128.2.1/9532,14/Dec/2017:13:20:36,GET /login.php HTTP/1.1,200
10.130.2.1/1446,14/Dec/2017:15:16:39,GET /robots.txt HTTP/1.1,404
10.130.2.1/6479,14/Dec/2017:15:16:39,GET / HTTP/1.1,302
10.130.2.1/3278,14/Dec/2017:15:16:40,GET /login.php HTTP/1.1,200
10.131.0.1/4756,14/Dec/2017:15:31:33,GET /home.php HTTP/1.1,302
10.131.0.1/5485,14/Dec/2017:15:31:33,GET /login.php HTTP/1.1,200
10.131.0.1/3271,14/Dec/2017:15:31:33,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1/4193,14/Dec/2017:15:31:33,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/7804,14/Dec/2017:15:31:34,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/1058,14/Dec/2017:15:31:34,GET /css/main.css HTTP/1.1,200
10.131.0.1/4115,14/Dec/2017:15:31:34,GET /css/style.css HTTP/1.1,200
10.128.2.1/4887,14/Dec/2017:15:31:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/8701,14/Dec/2017:15:31:34,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1/5075,14/Dec/2017:15:31:34,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/2629,14/Dec/2017:15:31:35,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1/3249,14/Dec/2017:15:31:36,GET /img/ruet.png HTTP/1.1,200
10.128.2.1/1400,14/Dec/2017:15:32:01,GET /login.php HTTP/1.1,200
10.130.2.1/8665,14/Dec/2017:15:32:03,GET /login.php HTTP/1.1,200
10.130.2.1/4325,14/Dec/2017:15:32:04,GET /login.php HTTP/1.1,200
10.130.2.1/9692,14/Dec/2017:15:32:06,GET /home.php HTTP/1.1,302
10.130.2.1/3409,14/Dec/2017:15:32:06,GET /login.php HTTP/1.1,200
10.131.0.1/291,14/Dec/2017:15:44:56,GET / HTTP/1.1,302
10.130.2.1/1884,14/Dec/2017:15:44:56,GET /login.php HTTP/1.1,200
10.130.2.1/672,14/Dec/2017:17:58:47,GET / HTTP/1.1,302
10.130.2.1/6344,14/Dec/2017:17:58:47,GET /login.php HTTP/1.1,200
10.130.2.1/7512,14/Dec/2017:17:59:35,GET / HTTP/1.1,302
10.128.2.1/9138,14/Dec/2017:17:59:36,GET /login.php HTTP/1.1,200
10.128.2.1/7326,14/Dec/2017:19:00:47,GET / HTTP/1.1,302
10.130.2.1/2113,14/Dec/2017:19:00:48,GET /login.php HTTP/1.1,200
10.130.2.1/8537,14/Dec/2017:19:49:28,GET / HTTP/1.1,302
10.131.0.1/520,14/Dec/2017:19:49:28,GET /login.php HTTP/1.1,200
10.131.0.1/535,14/Dec/2017:20:05:44,GET / HTTP/1.1,302
10.131.0.1/8246,14/Dec/2017:20:05:44,GET /login.php HTTP/1.1,200
10.131.0.1/5573,14/Dec/2017:20:05:45,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/9331,14/Dec/2017:20:05:45,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/2924,14/Dec/2017:20:05:45,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/8725,14/Dec/2017:20:05:45,GET /css/main.css HTTP/1.1,200
10.131.0.1/4967,14/Dec/2017:20:05:45,GET /css/style.css HTTP/1.1,200
10.130.2.1/5501,14/Dec/2017:20:05:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4798,14/Dec/2017:20:05:46,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/9831,14/Dec/2017:20:05:47,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1/5523,14/Dec/2017:20:05:47,GET /img/ruet.png HTTP/1.1,200
10.131.0.1/3045,14/Dec/2017:20:05:50,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/2511,14/Dec/2017:20:06:02,POST /process.php HTTP/1.1,302
10.131.0.1/9496,14/Dec/2017:20:06:03,GET /login.php?value=fail HTTP/1.1,200
10.131.0.1/9195,14/Dec/2017:20:06:23,POST /process.php HTTP/1.1,302
10.131.0.1/7073,14/Dec/2017:20:06:23,GET /login.php?value=fail HTTP/1.1,200
10.131.0.1/4843,14/Dec/2017:20:14:00,GET /sign.php HTTP/1.1,200
10.130.2.1/2676,14/Dec/2017:20:14:19,GET /login.php HTTP/1.1,200
10.131.0.1/5848,14/Dec/2017:20:14:17,POST /action.php HTTP/1.1,302
10.131.0.1/4518,14/Dec/2017:20:14:19,GET /login.php HTTP/1.1,200
10.131.0.1/1889,14/Dec/2017:20:14:26,POST /process.php HTTP/1.1,302
10.131.0.1/2693,14/Dec/2017:20:14:26,GET /home.php HTTP/1.1,200
10.131.0.1/2156,14/Dec/2017:20:14:27,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1/7575,14/Dec/2017:20:14:27,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.0.1/5504,14/Dec/2017:20:14:38,GET /archive.php HTTP/1.1,200
10.131.0.1/738,14/Dec/2017:20:14:50,GET /contest.php HTTP/1.1,200
10.131.0.1/9205,14/Dec/2017:20:15:19,GET /compiler.php HTTP/1.1,200
chmod:/4520,annot,'a.out':,No
chmod:/5048,annot,'error.txt':,No
rm:/8576,annot,'*.o':,No
10.131.0.1/8832,14/Dec/2017:20:15:47,POST /compile.php HTTP/1.1,200
10.131.0.1/1614,14/Dec/2017:20:15:54,GET /compiler.php HTTP/1.1,200
chmod:/885,annot,'a.out':,No
chmod:/6415,annot,'error.txt':,No
rm:/4005,annot,'*.o':,No
10.131.0.1/216,14/Dec/2017:20:16:27,POST /compile.php HTTP/1.1,200
10.131.0.1/9662,14/Dec/2017:20:56:31,GET / HTTP/1.1,302
10.131.0.1/4741,14/Dec/2017:20:56:31,GET /login.php HTTP/1.1,200
10.128.2.1/9160,14/Dec/2017:22:18:43,GET / HTTP/1.1,302
10.130.2.1/8324,14/Dec/2017:22:18:44,GET /login.php HTTP/1.1,200
10.131.0.1/4745,14/Dec/2017:23:50:25,GET / HTTP/1.1,302
10.131.0.1/1673,14/Dec/2017:23:50:25,GET /login.php HTTP/1.1,200
10.131.0.1/7057,14/Dec/2017:23:53:02,GET / HTTP/1.1,302
10.128.2.1/8613,14/Dec/2017:23:53:03,GET /login.php HTTP/1.1,200
10.128.2.1/5081,15/Dec/2017:01:40:41,GET / HTTP/1.1,302
10.131.0.1/2073,15/Dec/2017:01:40:42,GET /login.php HTTP/1.1,200
10.128.2.1/8509,15/Dec/2017:08:47:55,GET / HTTP/1.1,302
10.128.2.1/2042,15/Dec/2017:08:47:55,GET /login.php HTTP/1.1,200
10.128.2.1/7625,15/Dec/2017:08:47:56,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/7529,15/Dec/2017:08:47:56,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/9108,15/Dec/2017:08:47:56,GET /css/normalize.css HTTP/1.1,200
10.128.2.1/1209,15/Dec/2017:08:47:56,GET /css/main.css HTTP/1.1,200
10.130.2.1/8345,15/Dec/2017:08:47:56,GET /css/style.css HTTP/1.1,200
10.128.2.1/8300,15/Dec/2017:08:47:56,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3129,15/Dec/2017:08:47:56,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/3779,15/Dec/2017:08:47:56,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1/172,15/Dec/2017:08:47:57,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1/7218,15/Dec/2017:08:47:58,GET /img/ruet.png HTTP/1.1,200
10.130.2.1/7712,15/Dec/2017:08:48:07,GET /login.php HTTP/1.1,200
10.131.0.1/5626,15/Dec/2017:08:54:52,GET /home.php HTTP/1.1,302
10.131.0.1/5723,15/Dec/2017:08:54:53,GET /login.php HTTP/1.1,200
10.131.0.1/8163,15/Dec/2017:08:54:55,GET /sign.php HTTP/1.1,200
10.131.0.1/7860,15/Dec/2017:08:55:01,POST /action.php HTTP/1.1,302
10.131.0.1/6949,15/Dec/2017:08:55:02,GET /login.php HTTP/1.1,200
10.131.0.1/570,15/Dec/2017:08:55:07,POST /process.php HTTP/1.1,302
10.131.0.1/9987,15/Dec/2017:08:55:07,GET /home.php HTTP/1.1,200
10.131.0.1/666,15/Dec/2017:08:55:08,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.128.2.1/9928,15/Dec/2017:08:55:08,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1/7361,15/Dec/2017:08:55:16,GET /compiler.php HTTP/1.1,200
10.128.2.1/9741,15/Dec/2017:08:55:16,GET /archive.php HTTP/1.1,200
10.128.2.1/257,15/Dec/2017:08:55:20,GET /contest.php HTTP/1.1,200
10.128.2.1/9226,15/Dec/2017:08:55:23,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1/9166,15/Dec/2017:08:55:40,GET /contest.php HTTP/1.1,200
10.128.2.1/3313,15/Dec/2017:08:55:40,GET /archive.php HTTP/1.1,200
10.128.2.1/7040,15/Dec/2017:08:55:41,GET /compiler.php HTTP/1.1,200
10.128.2.1/5226,15/Dec/2017:08:55:42,GET /home.php HTTP/1.1,200
10.128.2.1/3530,15/Dec/2017:08:55:43,GET /login.php HTTP/1.1,302
10.128.2.1/8432,15/Dec/2017:08:55:43,GET /home.php HTTP/1.1,200
10.128.2.1/2231,15/Dec/2017:08:55:45,GET /login.php HTTP/1.1,302
10.128.2.1/4626,15/Dec/2017:08:55:45,GET /home.php HTTP/1.1,200
10.131.0.1/7827,15/Dec/2017:09:19:43,GET /home.php HTTP/1.1,302
10.131.0.1/9320,15/Dec/2017:09:19:44,GET /login.php HTTP/1.1,200
10.131.0.1/9505,15/Dec/2017:09:19:44,GET /css/bootstrap.min.css HTTP/1.1,200
10.130.2.1/7022,15/Dec/2017:09:19:44,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/8978,15/Dec/2017:09:19:44,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/730,15/Dec/2017:09:19:44,GET /css/main.css HTTP/1.1,200
10.128.2.1/1800,15/Dec/2017:09:19:44,GET /css/style.css HTTP/1.1,200
10.131.0.1/8077,15/Dec/2017:09:19:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/1103,15/Dec/2017:09:19:44,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1/7405,15/Dec/2017:09:19:44,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1/6808,15/Dec/2017:09:19:46,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1/644,15/Dec/2017:09:19:47,GET /img/ruet.png HTTP/1.1,200
10.131.0.1/6889,15/Dec/2017:13:35:03,GET / HTTP/1.1,302
10.131.0.1/9437,15/Dec/2017:13:35:04,GET /login.php HTTP/1.1,200
10.131.0.1/634,15/Dec/2017:13:35:05,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/2691,15/Dec/2017:13:35:05,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/1878,15/Dec/2017:13:35:05,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/6349,15/Dec/2017:13:35:05,GET /css/main.css HTTP/1.1,200
10.128.2.1/8767,15/Dec/2017:13:35:06,GET /css/style.css HTTP/1.1,200
10.131.0.1/7906,15/Dec/2017:13:35:06,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/7214,15/Dec/2017:13:35:06,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1/9464,15/Dec/2017:13:35:06,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/5527,15/Dec/2017:13:35:43,POST /process.php HTTP/1.1,302
10.128.2.1/5749,15/Dec/2017:13:35:43,GET /home.php HTTP/1.1,200
10.128.2.1/6420,15/Dec/2017:13:35:44,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.128.2.1/45,15/Dec/2017:13:35:44,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1/8272,15/Dec/2017:13:35:55,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1/949,15/Dec/2017:13:35:57,GET /archive.php HTTP/1.1,200
10.128.2.1/1326,15/Dec/2017:13:36:03,GET /allsubmission.php HTTP/1.1,200
10.130.2.1/9755,15/Dec/2017:17:06:48,GET / HTTP/1.1,302
10.131.0.1/9750,15/Dec/2017:17:06:48,GET /login.php HTTP/1.1,200
10.128.2.1/5048,15/Dec/2017:17:06:49,GET /css/bootstrap.min.css HTTP/1.1,304
10.131.0.1/2422,15/Dec/2017:17:06:49,GET /css/font-awesome.min.css HTTP/1.1,304
10.128.2.1/2887,15/Dec/2017:17:06:49,GET /css/normalize.css HTTP/1.1,304
10.131.0.1/3423,15/Dec/2017:17:06:49,GET /css/main.css HTTP/1.1,304
10.131.0.1/5591,15/Dec/2017:17:06:49,GET /css/style.css HTTP/1.1,304
10.128.2.1/4066,15/Dec/2017:17:06:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.131.0.1/7370,15/Dec/2017:17:06:49,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.130.2.1/5576,15/Dec/2017:17:06:49,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304
10.131.0.1/3952,15/Dec/2017:17:06:54,POST /process.php HTTP/1.1,302
10.131.0.1/104,15/Dec/2017:17:06:55,GET /home.php HTTP/1.1,200
10.131.0.1/8119,15/Dec/2017:17:06:56,GET /js/vendor/moment.min.js HTTP/1.1,304
10.131.0.1/115,15/Dec/2017:17:07:14,GET /archive.php HTTP/1.1,200
10.128.2.1/2477,15/Dec/2017:17:07:15,GET /archive.php HTTP/1.1,200
10.131.0.1/5650,15/Dec/2017:17:07:17,GET /archive.php HTTP/1.1,200
10.131.0.1/4473,15/Dec/2017:17:07:22,GET /archive.php HTTP/1.1,200
10.131.0.1/5987,15/Dec/2017:17:07:23,GET /compiler.php HTTP/1.1,200
10.131.0.1/1642,15/Dec/2017:17:07:31,GET /archive.php HTTP/1.1,200
10.128.2.1/6772,15/Dec/2017:17:07:35,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/3493,15/Dec/2017:17:07:39,GET /home.php HTTP/1.1,200
10.128.2.1/3362,15/Dec/2017:17:07:43,GET /compiler.php HTTP/1.1,200
10.128.2.1/7780,15/Dec/2017:17:07:48,GET /home.php HTTP/1.1,200
10.128.2.1/7306,15/Dec/2017:19:15:20,GET /robots.txt HTTP/1.1,404
10.130.2.1/4775,15/Dec/2017:19:15:20,GET /home.php HTTP/1.1,200
10.130.2.1/7321,15/Dec/2017:19:15:21,GET /img/ruet.png HTTP/1.1,200
10.131.0.1/9988,15/Dec/2017:19:19:15,GET / HTTP/1.1,200
10.128.2.1/5521,15/Dec/2017:19:43:32,GET /archive.php HTTP/1.1,200
10.130.2.1/9326,15/Dec/2017:19:51:19,GET /home.php HTTP/1.1,200
10.130.2.1/6228,15/Dec/2017:19:53:17,GET /allsubmission.php HTTP/1.1,200
10.131.0.1/4146,15/Dec/2017:22:19:47,GET /robots.txt HTTP/1.1,404
10.130.2.1/8185,15/Dec/2017:22:19:47,GET / HTTP/1.1,302
10.130.2.1/6027,15/Dec/2017:22:19:48,GET /login.php HTTP/1.1,200
10.130.2.1/426,15/Dec/2017:22:23:28,GET / HTTP/1.1,302
10.131.0.1/9615,15/Dec/2017:22:23:29,GET /login.php HTTP/1.1,200
10.130.2.1/7201,16/Dec/2017:00:48:41,GET / HTTP/1.1,302
10.128.2.1/1763,16/Dec/2017:00:48:41,GET /login.php HTTP/1.1,200
10.130.2.1/5954,16/Dec/2017:00:48:42,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/3469,16/Dec/2017:00:48:42,GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1/5121,16/Dec/2017:00:48:42,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/9357,16/Dec/2017:00:48:42,GET /css/main.css HTTP/1.1,200
10.131.0.1/8394,16/Dec/2017:00:48:42,GET /css/style.css HTTP/1.1,200
10.130.2.1/4910,16/Dec/2017:00:48:42,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/5691,16/Dec/2017:00:48:43,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/5451,16/Dec/2017:00:48:43,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.128.2.1/1397,16/Dec/2017:00:48:46,GET /img/ruet.png HTTP/1.1,200
10.128.2.1/3687,16/Dec/2017:00:48:52,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1/7045,16/Dec/2017:04:53:17,GET / HTTP/1.1,302
10.130.2.1/2872,16/Dec/2017:04:53:19,GET /login.php HTTP/1.1,200
10.130.2.1/6170,16/Dec/2017:04:53:25,GET / HTTP/1.1,302
10.130.2.1/8229,16/Dec/2017:04:53:26,GET /login.php HTTP/1.1,200
10.131.0.1/6747,16/Dec/2017:06:49:51,GET /robots.txt HTTP/1.1,404
10.131.0.1/4223,16/Dec/2017:06:49:55,GET /login.php HTTP/1.1,200
10.128.2.1/395,16/Dec/2017:06:49:57,GET /css/style.css HTTP/1.1,200
10.128.2.1/6196,16/Dec/2017:06:49:58,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/7267,16/Dec/2017:06:49:59,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/3765,16/Dec/2017:06:50:01,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/8911,16/Dec/2017:06:50:02,GET /css/main.css HTTP/1.1,200
10.128.2.1/6758,16/Dec/2017:06:50:03,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/5135,16/Dec/2017:06:50:04,GET /css/normalize.css HTTP/1.1,200
10.128.2.1/9283,16/Dec/2017:06:50:05,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/9119,16/Dec/2017:06:50:07,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1/5127,16/Dec/2017:07:33:02,GET / HTTP/1.1,302
10.130.2.1/7142,16/Dec/2017:07:33:03,GET /login.php HTTP/1.1,200
10.131.0.1/3471,16/Dec/2017:07:33:10,GET / HTTP/1.1,302
10.130.2.1/6157,16/Dec/2017:07:33:11,GET /login.php HTTP/1.1,200
10.131.0.1/3082,16/Dec/2017:10:28:25,GET /robots.txt HTTP/1.1,404
10.131.0.1/2327,16/Dec/2017:10:28:25,GET / HTTP/1.1,302
10.130.2.1/9778,16/Dec/2017:10:28:26,GET /login.php HTTP/1.1,200
10.130.2.1/7311,16/Dec/2017:10:47:42,GET / HTTP/1.1,302
10.128.2.1/462,16/Dec/2017:10:47:42,GET /login.php HTTP/1.1,200
10.128.2.1/8139,16/Dec/2017:12:27:11,GET / HTTP/1.1,302
10.131.0.1/5177,16/Dec/2017:12:27:11,GET /login.php HTTP/1.1,200
10.128.2.1/3002,16/Dec/2017:13:32:00,GET / HTTP/1.1,302
10.131.0.1/9098,16/Dec/2017:13:32:01,GET /login.php HTTP/1.1,200
10.131.0.1/1208,16/Dec/2017:13:52:19,GET / HTTP/1.1,302
10.131.0.1/686,16/Dec/2017:13:52:19,GET /login.php HTTP/1.1,200
10.128.2.1/4624,16/Dec/2017:15:09:35,GET / HTTP/1.1,302
10.131.0.1/2483,16/Dec/2017:15:09:35,GET /login.php HTTP/1.1,200
10.131.0.1/8951,16/Dec/2017:15:09:36,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/2765,16/Dec/2017:15:09:36,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/5666,16/Dec/2017:15:09:36,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/6644,16/Dec/2017:15:09:36,GET /img/ruet.png HTTP/1.1,200
10.131.0.1/5713,16/Dec/2017:15:09:36,GET /css/main.css HTTP/1.1,200
10.128.2.1/7693,16/Dec/2017:15:09:36,GET /css/style.css HTTP/1.1,200
10.131.0.1/6092,16/Dec/2017:15:09:37,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/7515,16/Dec/2017:15:09:37,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/1329,16/Dec/2017:15:09:37,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/9498,16/Dec/2017:15:09:40,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/4987,16/Dec/2017:15:09:48,GET /login.php HTTP/1.1,200
10.131.0.1/3698,16/Dec/2017:15:09:53,GET /login.php HTTP/1.1,200
10.128.2.1/6154,16/Dec/2017:15:10:46,GET / HTTP/1.1,302
10.128.2.1/5288,16/Dec/2017:15:10:47,GET /login.php HTTP/1.1,200
10.128.2.1/9704,16/Dec/2017:15:24:13,GET / HTTP/1.1,302
10.128.2.1/9599,16/Dec/2017:15:24:14,GET /login.php HTTP/1.1,200
10.128.2.1/2148,16/Dec/2017:16:01:33,GET / HTTP/1.1,302
10.128.2.1/8637,16/Dec/2017:16:01:34,GET /login.php HTTP/1.1,200
10.131.0.1/8184,16/Dec/2017:16:20:40,GET / HTTP/1.1,302
10.131.0.1/2092,16/Dec/2017:16:20:40,GET /login.php HTTP/1.1,200
10.131.0.1/2349,16/Dec/2017:16:20:41,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/9318,16/Dec/2017:16:20:41,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/7960,16/Dec/2017:16:20:41,GET /css/normalize.css HTTP/1.1,200
10.128.2.1/8214,16/Dec/2017:16:20:41,GET /css/style.css HTTP/1.1,200
10.131.0.1/7547,16/Dec/2017:16:20:41,GET /css/main.css HTTP/1.1,200
10.130.2.1/1706,16/Dec/2017:16:20:41,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4577,16/Dec/2017:16:20:41,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.128.2.1/8170,16/Dec/2017:16:20:41,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/989,16/Dec/2017:16:20:44,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/9908,16/Dec/2017:16:21:08,POST /process.php HTTP/1.1,302
10.131.0.1/1111,16/Dec/2017:16:21:08,GET /login.php?value=fail HTTP/1.1,200
10.131.0.1/5208,16/Dec/2017:16:21:11,GET /sign.php HTTP/1.1,200
10.131.0.1/7058,16/Dec/2017:16:21:17,GET /contest.php HTTP/1.1,302
10.131.0.1/2095,16/Dec/2017:16:21:18,GET /login.php HTTP/1.1,200
10.131.0.1/6232,16/Dec/2017:16:21:19,GET /login.php HTTP/1.1,200
