IP,Time,URL,Staus
10.129.2.1/7851,29/Nov/2017:16:22:39,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/9254,29/Nov/2017:16:22:39,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/1461,29/Nov/2017:16:22:39,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/5153,29/Nov/2017:16:22:41,GET /css/main.css HTTP/1.1,200
10.131.2.1/2377,29/Nov/2017:16:22:41,GET /css/style.css HTTP/1.1,200
10.131.0.1/9723,29/Nov/2017:16:22:41,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1/4009,29/Nov/2017:16:22:41,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/4526,29/Nov/2017:16:22:43,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/1580,29/Nov/2017:16:22:51,GET /login.php HTTP/1.1,302
10.129.2.1/4199,29/Nov/2017:16:22:51,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1/8524,29/Nov/2017:16:22:52,GET /home.php HTTP/1.1,200
10.128.2.1/4949,29/Nov/2017:16:22:56,GET /login.php HTTP/1.1,302
10.131.0.1/6929,29/Nov/2017:16:22:57,POST /process.php HTTP/1.1,302
10.131.0.1/1994,29/Nov/2017:16:22:57,GET /home.php HTTP/1.1,200
10.131.0.1/146,29/Nov/2017:16:22:59,GET /home.php HTTP/1.1,200
10.129.2.1/7385,29/Nov/2017:16:23:00,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.129.2.1/7255,29/Nov/2017:16:23:00,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.2.1/8489,29/Nov/2017:16:23:09,GET / HTTP/1.1,302
10.130.2.1/3610,29/Nov/2017:16:23:10,GET /login.php HTTP/1.1,200
10.130.2.1/6824,29/Nov/2017:16:23:11,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/4607,29/Nov/2017:16:23:11,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/5039,29/Nov/2017:16:23:11,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/7312,29/Nov/2017:16:23:11,GET /css/main.css HTTP/1.1,200
10.129.2.1/146,29/Nov/2017:16:23:11,GET /css/style.css HTTP/1.1,200
10.128.2.1/3104,29/Nov/2017:16:23:11,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/5548,29/Nov/2017:16:23:12,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/1136,29/Nov/2017:16:23:12,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.2.1/6468,29/Nov/2017:16:23:13,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1/6453,29/Nov/2017:16:23:13,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1/2264,29/Nov/2017:16:23:22,GET / HTTP/1.1,302
10.131.0.1/6667,29/Nov/2017:16:23:23,GET /login.php HTTP/1.1,200
10.131.0.1/6161,29/Nov/2017:16:23:23,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,206
10.131.0.1/9435,29/Nov/2017:16:23:24,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,206
10.131.2.1/5747,29/Nov/2017:16:23:48,GET / HTTP/1.1,302
10.130.2.1/2438,29/Nov/2017:16:23:48,GET /login.php HTTP/1.1,200
10.130.2.1/8251,29/Nov/2017:16:23:49,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/5377,29/Nov/2017:16:23:49,GET /css/font-awesome.min.css HTTP/1.1,200
10.129.2.1/8586,29/Nov/2017:16:23:49,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/2324,29/Nov/2017:16:23:50,GET /css/main.css HTTP/1.1,200
10.131.0.1/3537,29/Nov/2017:16:23:50,GET /css/style.css HTTP/1.1,200
10.129.2.1/6791,29/Nov/2017:16:23:51,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1/333,29/Nov/2017:16:23:51,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1/9746,29/Nov/2017:16:23:51,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1/6943,29/Nov/2017:16:23:56,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1/3468,29/Nov/2017:16:28:11,GET / HTTP/1.1,302
10.129.2.1/6173,29/Nov/2017:16:28:11,GET /login.php HTTP/1.1,200
10.129.2.1/421,29/Nov/2017:16:28:12,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/605,29/Nov/2017:16:28:12,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/8262,29/Nov/2017:16:28:12,GET /css/normalize.css HTTP/1.1,200
10.129.2.1/5247,29/Nov/2017:16:28:12,GET /css/main.css HTTP/1.1,200
10.131.2.1/2698,29/Nov/2017:16:28:12,GET /css/style.css HTTP/1.1,200
10.131.2.1/6325,29/Nov/2017:16:28:13,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1/9927,29/Nov/2017:16:28:13,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1/9982,29/Nov/2017:16:28:13,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.2.1/5534,29/Nov/2017:16:28:21,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1/2447,29/Nov/2017:16:28:40,GET /login.php HTTP/1.1,200
10.129.2.1/619,29/Nov/2017:16:29:12,GET /sign.php HTTP/1.1,200
10.130.2.1/349,29/Nov/2017:16:37:50,GET /contest.php HTTP/1.1,302
10.130.2.1/994,29/Nov/2017:16:37:51,GET /login.php HTTP/1.1,200
10.130.2.1/6836,29/Nov/2017:16:37:51,GET /contest.php HTTP/1.1,302
10.130.2.1/5945,29/Nov/2017:16:37:51,GET /login.php HTTP/1.1,200
10.130.2.1/31,29/Nov/2017:16:37:54,GET / HTTP/1.1,302
10.131.2.1/7746,29/Nov/2017:16:37:54,GET /login.php HTTP/1.1,200
10.131.2.1/6548,29/Nov/2017:16:38:16,GET /home.php HTTP/1.1,200
10.131.2.1/8948,29/Nov/2017:16:38:27,GET /contest.php HTTP/1.1,200
10.131.2.1/1650,29/Nov/2017:16:38:30,GET /home.php HTTP/1.1,200
10.131.2.1/8366,29/Nov/2017:16:40:36,GET / HTTP/1.1,302
10.131.2.1/5192,29/Nov/2017:16:40:44,GET /login.php HTTP/1.1,200
10.129.2.1/4501,29/Nov/2017:16:40:45,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/8462,29/Nov/2017:16:40:45,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/1660,29/Nov/2017:16:43:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.0.1/9058,29/Nov/2017:16:43:37,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1/1124,29/Nov/2017:16:43:40,GET /home.php HTTP/1.1,200
10.131.0.1/45,29/Nov/2017:16:43:48,GET /archive.php HTTP/1.1,200
10.131.0.1/212,29/Nov/2017:16:43:54,GET /home.php HTTP/1.1,200
10.131.0.1/7475,29/Nov/2017:16:44:05,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1/1383,29/Nov/2017:16:44:06,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1/9979,29/Nov/2017:16:44:17,GET /home.php HTTP/1.1,200
10.129.2.1/6366,29/Nov/2017:16:44:21,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.129.2.1/2398,29/Nov/2017:16:44:25,GET /contestsubmission.php?id=13 HTTP/1.1,200
10.129.2.1/4479,29/Nov/2017:16:44:34,GET /home.php HTTP/1.1,200
10.129.2.1/9588,29/Nov/2017:16:44:41,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1/8444,29/Nov/2017:16:44:43,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.128.2.1/4857,29/Nov/2017:16:45:00,GET / HTTP/1.1,302
10.128.2.1/706,29/Nov/2017:16:45:00,GET /login.php HTTP/1.1,200
10.128.2.1/4931,29/Nov/2017:16:45:01,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/8926,29/Nov/2017:16:45:01,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1/279,29/Nov/2017:16:45:01,GET /css/normalize.css HTTP/1.1,200
10.131.2.1/6452,29/Nov/2017:16:45:02,GET /css/style.css HTTP/1.1,200
10.129.2.1/3224,29/Nov/2017:16:45:02,GET /css/main.css HTTP/1.1,200
10.130.2.1/7255,29/Nov/2017:16:45:02,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1/7214,29/Nov/2017:16:45:02,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.2.1/3878,29/Nov/2017:16:45:02,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/1768,29/Nov/2017:16:45:06,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1/4334,29/Nov/2017:16:45:40,POST /process.php HTTP/1.1,302
10.130.2.1/4193,29/Nov/2017:16:45:41,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/7446,29/Nov/2017:16:45:56,POST /process.php HTTP/1.1,302
10.130.2.1/4743,29/Nov/2017:16:45:56,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/5575,29/Nov/2017:16:46:06,POST /process.php HTTP/1.1,302
10.130.2.1/6071,29/Nov/2017:16:46:07,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/2708,29/Nov/2017:16:46:17,POST /process.php HTTP/1.1,302
10.128.2.1/5798,29/Nov/2017:16:46:19,GET /login.php?value=fail HTTP/1.1,200
10.128.2.1/5297,29/Nov/2017:16:46:29,POST /process.php HTTP/1.1,302
10.128.2.1/2971,29/Nov/2017:16:46:29,GET /login.php?value=fail HTTP/1.1,200
10.128.2.1/5650,29/Nov/2017:17:00:05,GET / HTTP/1.1,302
10.130.2.1/9655,29/Nov/2017:17:00:06,GET /login.php HTTP/1.1,200
10.128.2.1/4571,29/Nov/2017:17:00:06,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/7704,29/Nov/2017:17:00:06,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/9766,29/Nov/2017:17:00:06,GET /css/normalize.css HTTP/1.1,200
10.131.2.1/7497,29/Nov/2017:17:00:06,GET /css/style.css HTTP/1.1,200
10.129.2.1/7443,29/Nov/2017:17:00:06,GET /css/main.css HTTP/1.1,200
10.128.2.1/5565,29/Nov/2017:17:00:06,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/8354,29/Nov/2017:17:00:08,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.128.2.1/5065,29/Nov/2017:17:00:08,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1/3039,29/Nov/2017:17:01:06,GET /home.php HTTP/1.1,200
10.130.2.1/4264,29/Nov/2017:17:24:02,GET / HTTP/1.1,302
10.129.2.1/9688,29/Nov/2017:17:24:02,GET /login.php HTTP/1.1,200
10.130.2.1/4114,29/Nov/2017:17:24:03,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/4407,29/Nov/2017:17:24:03,GET /css/normalize.css HTTP/1.1,200
10.129.2.1/7717,29/Nov/2017:17:24:03,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/4088,29/Nov/2017:17:24:03,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/5777,29/Nov/2017:17:24:03,GET /css/main.css HTTP/1.1,200
10.131.2.1/3516,29/Nov/2017:17:24:03,GET /css/style.css HTTP/1.1,200
10.131.2.1/3165,29/Nov/2017:17:24:03,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/446,29/Nov/2017:17:24:04,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/284,29/Nov/2017:17:24:08,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/2284,29/Nov/2017:17:25:09,GET /login.php HTTP/1.1,200
10.131.0.1/8907,29/Nov/2017:17:25:12,GET /login.php HTTP/1.1,200
10.130.2.1/7603,29/Nov/2017:17:30:21,GET / HTTP/1.1,200
10.131.2.1/3305,29/Nov/2017:17:31:21,GET /sign.php HTTP/1.1,200
10.128.2.1/2475,29/Nov/2017:17:32:02,POST /action.php HTTP/1.1,302
10.128.2.1/9774,29/Nov/2017:17:32:04,GET /login.php HTTP/1.1,200
10.129.2.1/6712,29/Nov/2017:17:32:16,POST /process.php HTTP/1.1,302
10.129.2.1/5128,29/Nov/2017:17:32:16,GET /home.php HTTP/1.1,200
10.129.2.1/828,29/Nov/2017:17:32:17,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1/2842,29/Nov/2017:17:32:17,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.0.1/1489,29/Nov/2017:17:32:43,GET /archive.php HTTP/1.1,200
10.129.2.1/6283,29/Nov/2017:17:33:04,GET /description.php?id=72 HTTP/1.1,200
10.130.2.1/5378,29/Nov/2017:17:34:26,GET /archive.php HTTP/1.1,200
10.131.2.1/9875,29/Nov/2017:17:34:32,GET /description.php?id=62 HTTP/1.1,200
10.128.2.1/3846,29/Nov/2017:17:35:39,GET /compiler.php HTTP/1.1,200
10.128.2.1/7730,29/Nov/2017:17:35:43,GET /home.php HTTP/1.1,200
10.128.2.1/181,29/Nov/2017:17:36:02,GET /contest.php HTTP/1.1,200
10.128.2.1/4451,29/Nov/2017:17:36:10,GET /home.php HTTP/1.1,200
10.131.0.1/6267,29/Nov/2017:17:39:42,GET /archive.php HTTP/1.1,200
10.131.0.1/3740,29/Nov/2017:17:39:50,GET /home.php HTTP/1.1,200
10.131.0.1/6439,29/Nov/2017:17:45:41,GET /login.php HTTP/1.1,200
10.131.0.1/856,29/Nov/2017:17:45:41,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/7701,29/Nov/2017:17:45:42,GET /css/style.css HTTP/1.1,200
10.130.2.1/4047,29/Nov/2017:17:48:00,GET /home.php HTTP/1.1,200
10.130.2.1/4262,29/Nov/2017:17:48:48,GET /home.php HTTP/1.1,302
10.130.2.1/4866,29/Nov/2017:17:48:49,GET /login.php HTTP/1.1,200
10.130.2.1/9590,29/Nov/2017:17:48:49,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1/4094,29/Nov/2017:17:48:49,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1/3423,29/Nov/2017:17:48:49,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/3654,29/Nov/2017:17:48:49,GET /css/style.css HTTP/1.1,200
10.128.2.1/2949,29/Nov/2017:17:48:49,GET /css/main.css HTTP/1.1,200
10.130.2.1/774,29/Nov/2017:17:48:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1/9614,29/Nov/2017:17:48:49,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1/6570,29/Nov/2017:17:48:49,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1/6524,29/Nov/2017:17:48:50,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.2.1/9183,29/Nov/2017:17:48:51,GET /img/ruet.png HTTP/1.1,200
10.131.2.1/3800,29/Nov/2017:17:48:53,GET /home.php HTTP/1.1,302
10.131.2.1/9902,29/Nov/2017:17:48:54,GET /login.php HTTP/1.1,200
10.131.2.1/2319,29/Nov/2017:17:49:13,GET /login.php HTTP/1.1,200
10.130.2.1/5955,29/Nov/2017:17:49:16,GET /login.php HTTP/1.1,200
10.129.2.1/2329,29/Nov/2017:17:49:18,GET /sign.php HTTP/1.1,200
10.131.2.1/7865,29/Nov/2017:17:54:21,GET /home.php HTTP/1.1,302
10.131.2.1/6354,29/Nov/2017:17:54:21,GET /login.php HTTP/1.1,200
10.131.2.1/1366,29/Nov/2017:17:54:29,GET /home.php HTTP/1.1,302
10.131.0.1/2088,29/Nov/2017:17:54:30,GET /login.php HTTP/1.1,200
10.131.2.1/9849,29/Nov/2017:17:54:38,GET /login.php HTTP/1.1,200
10.131.2.1/6279,29/Nov/2017:17:54:43,GET /home.php HTTP/1.1,302
10.131.2.1/9945,29/Nov/2017:17:54:43,GET /login.php HTTP/1.1,200
10.130.2.1/3247,29/Nov/2017:17:55:00,GET / HTTP/1.1,302
10.131.2.1/6995,29/Nov/2017:17:55:00,GET /login.php HTTP/1.1,200
10.131.2.1/4032,29/Nov/2017:17:55:01,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/4584,29/Nov/2017:17:55:01,GET /css/normalize.css HTTP/1.1,200
10.129.2.1/6322,29/Nov/2017:17:55:01,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/5372,29/Nov/2017:17:55:01,GET /css/main.css HTTP/1.1,200
10.129.2.1/45,29/Nov/2017:17:55:01,GET /css/style.css HTTP/1.1,200
10.130.2.1/2863,29/Nov/2017:17:55:01,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1/8395,29/Nov/2017:17:55:02,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1/8811,29/Nov/2017:17:55:02,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1/3868,29/Nov/2017:17:55:03,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1/5212,29/Nov/2017:17:55:09,GET /login.php HTTP/1.1,200
10.131.2.1/5380,29/Nov/2017:17:55:12,GET /login.php HTTP/1.1,200
10.131.2.1/907,29/Nov/2017:17:55:13,GET /home.php HTTP/1.1,302
10.131.2.1/7602,29/Nov/2017:17:55:14,GET /login.php HTTP/1.1,200
10.131.0.1/4034,29/Nov/2017:17:55:58,GET /login.php HTTP/1.1,200
10.131.0.1/4976,29/Nov/2017:17:56:01,GET /login.php HTTP/1.1,200
10.131.0.1/6744,29/Nov/2017:17:56:03,GET /login.php HTTP/1.1,200
10.131.0.1/3671,29/Nov/2017:17:56:04,GET /login.php HTTP/1.1,200
10.131.0.1/6590,29/Nov/2017:17:56:05,GET /login.php HTTP/1.1,200
10.131.0.1/9514,29/Nov/2017:17:56:21,GET /sign.php HTTP/1.1,200
10.131.0.1/206,29/Nov/2017:17:56:43,POST /action.php HTTP/1.1,302
10.128.2.1/5212,29/Nov/2017:17:56:45,GET /login.php HTTP/1.1,200
10.131.2.1/9519,29/Nov/2017:17:57:38,POST /process.php HTTP/1.1,302
10.131.2.1/7778,29/Nov/2017:17:57:39,GET /home.php HTTP/1.1,200
10.131.2.1/7091,29/Nov/2017:17:57:39,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.129.2.1/4650,29/Nov/2017:17:57:39,GET /js/vendor/moment.min.js HTTP/1.1,200
10.129.2.1/8982,29/Nov/2017:17:57:52,GET /contest.php HTTP/1.1,200
10.129.2.1/2049,29/Nov/2017:17:57:56,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1/6704,29/Nov/2017:17:57:56,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1/9119,29/Nov/2017:17:58:13,GET /contest.php HTTP/1.1,200
10.128.2.1/162,29/Nov/2017:17:58:23,GET /profile.php?user=ksrsingh HTTP/1.1,200
10.128.2.1/7554,29/Nov/2017:17:58:23,GET /js/jquery.min.js HTTP/1.1,200
10.131.2.1/7868,29/Nov/2017:17:58:23,GET /js/chart.min.js HTTP/1.1,200
10.131.2.1/7127,29/Nov/2017:17:58:36,GET /edit.php?name=ksrsingh HTTP/1.1,200
10.131.2.1/8829,29/Nov/2017:17:58:44,GET /profile.php?user=ksrsingh HTTP/1.1,200
10.131.2.1/6093,29/Nov/2017:17:58:45,GET /archive.php HTTP/1.1,200
10.129.2.1/7343,29/Nov/2017:18:00:13,GET /home.php HTTP/1.1,200
10.131.0.1/1419,29/Nov/2017:18:12:11,GET /contest.php HTTP/1.1,200
10.131.0.1/3860,29/Nov/2017:18:12:12,GET /archive.php HTTP/1.1,200
10.131.0.1/497,29/Nov/2017:18:12:21,GET /description.php?id=55 HTTP/1.1,200
10.131.0.1/8311,29/Nov/2017:18:12:26,GET /submit.php?id=55 HTTP/1.1,200
10.131.0.1/7694,29/Nov/2017:18:12:35,GET /description.php?id=55 HTTP/1.1,200
10.131.0.1/8124,29/Nov/2017:18:13:02,GET /archive.php HTTP/1.1,200
10.131.0.1/8487,29/Nov/2017:18:13:07,GET /description.php?id=64 HTTP/1.1,200
10.128.2.1/34,29/Nov/2017:18:15:39,GET / HTTP/1.1,200
10.129.2.1/4008,29/Nov/2017:18:17:50,GET /submit.php?id=64 HTTP/1.1,200
10.129.2.1/1563,29/Nov/2017:18:17:54,GET /description.php?id=64 HTTP/1.1,200
10.129.2.1/5598,29/Nov/2017:18:17:57,GET /submit.php?id=64 HTTP/1.1,200
10.129.2.1/8738,29/Nov/2017:18:18:05,POST /pcompile.php HTTP/1.1,200
10.131.0.1/2432,29/Nov/2017:18:20:45,POST /allsubmission.php HTTP/1.1,200
10.131.0.1/7365,29/Nov/2017:18:22:34,GET /home.php HTTP/1.1,200
10.131.0.1/1806,29/Nov/2017:18:22:37,GET /archive.php HTTP/1.1,200
10.131.0.1/8206,29/Nov/2017:18:22:39,GET /allsubmission.php HTTP/1.1,200
10.131.0.1/6711,29/Nov/2017:18:22:44,GET /showcode.php?id=285&nm=ksrsingh HTTP/1.1,200
10.131.0.1/4965,29/Nov/2017:18:22:48,GET /allsubmission.php HTTP/1.1,200
10.131.0.1/9922,29/Nov/2017:18:22:53,GET /description.php?name=RUET HTTP/1.1,200
10.131.0.1/2835,29/Nov/2017:18:23:01,GET /archive.php HTTP/1.1,200
10.131.0.1/9301,29/Nov/2017:18:23:09,GET /logout.php HTTP/1.1,302
10.131.0.1/1384,29/Nov/2017:18:23:09,GET /login.php HTTP/1.1,200
10.131.0.1/1741,29/Nov/2017:18:23:17,POST /process.php HTTP/1.1,302
10.131.0.1/123,29/Nov/2017:18:23:18,GET /home.php HTTP/1.1,200
10.131.0.1/7048,29/Nov/2017:18:23:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1/1877,29/Nov/2017:18:23:24,GET /details.php?id=44 HTTP/1.1,200
10.128.2.1/2078,29/Nov/2017:18:24:57,GET /profile.php?user=shawon HTTP/1.1,200
10.128.2.1/7856,29/Nov/2017:18:25:02,GET /allsubmission.php?name=shawon HTTP/1.1,200
10.128.2.1/9304,29/Nov/2017:18:25:07,GET /profile.php?user=shawon HTTP/1.1,200
10.128.2.1/4015,29/Nov/2017:18:25:15,GET /contestsubmission.php?id=3&show=shawon HTTP/1.1,200
10.128.2.1/5501,29/Nov/2017:18:25:27,GET /logout.php HTTP/1.1,302
10.129.2.1/8325,29/Nov/2017:18:25:27,GET /logout.php HTTP/1.1,302
10.129.2.1/7345,29/Nov/2017:18:25:27,GET /login.php HTTP/1.1,200
10.129.2.1/6237,29/Nov/2017:18:25:59,GET /home.php HTTP/1.1,200
10.129.2.1/116,29/Nov/2017:18:26:01,GET /archive.php HTTP/1.1,200
10.129.2.1/386,29/Nov/2017:18:26:04,GET /description.php?id=55 HTTP/1.1,200
10.129.2.1/1127,29/Nov/2017:18:26:08,GET /archive.php HTTP/1.1,200
10.129.2.1/4624,29/Nov/2017:18:26:10,GET /allsubmission.php HTTP/1.1,200
10.129.2.1/4945,29/Nov/2017:18:26:12,GET /description.php?name=RUET HTTP/1.1,200
10.129.2.1/1832,29/Nov/2017:18:26:17,GET /home.php HTTP/1.1,200
10.129.2.1/8946,29/Nov/2017:18:26:28,GET /contest.php HTTP/1.1,200
10.129.2.1/7363,29/Nov/2017:18:27:33,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1/7834,29/Nov/2017:18:27:43,GET /details.php?id=41 HTTP/1.1,200
10.129.2.1/5475,29/Nov/2017:18:27:52,GET /home.php HTTP/1.1,200
10.129.2.1/7945,29/Nov/2017:18:28:09,GET /home.php HTTP/1.1,200
10.129.2.1/7275,29/Nov/2017:18:28:20,GET /archive.php HTTP/1.1,200
10.129.2.1/534,29/Nov/2017:18:28:27,GET /archive.php?page=2 HTTP/1.1,200
10.129.2.1/6551,29/Nov/2017:18:28:32,GET /home.php HTTP/1.1,200
10.129.2.1/9673,29/Nov/2017:18:40:15,GET / HTTP/1.1,302
10.129.2.1/4199,29/Nov/2017:18:40:16,GET /login.php HTTP/1.1,200
10.129.2.1/4871,29/Nov/2017:18:40:16,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/5246,29/Nov/2017:18:40:16,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/7821,29/Nov/2017:18:40:16,GET /css/normalize.css HTTP/1.1,200
10.131.2.1/3637,29/Nov/2017:18:40:16,GET /css/style.css HTTP/1.1,200
10.131.0.1/9333,29/Nov/2017:18:40:16,GET /css/main.css HTTP/1.1,200
10.130.2.1/2608,29/Nov/2017:18:40:16,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/8020,29/Nov/2017:18:40:17,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/2723,29/Nov/2017:18:40:17,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/3473,29/Nov/2017:18:40:18,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/9040,29/Nov/2017:18:40:25,GET /login.php HTTP/1.1,200
10.131.0.1/5997,29/Nov/2017:18:40:27,GET /login.php HTTP/1.1,200
10.130.2.1/8242,29/Nov/2017:18:40:40,POST /process.php HTTP/1.1,302
10.130.2.1/9418,29/Nov/2017:18:40:41,GET /login.php?value=fail HTTP/1.1,200
10.129.2.1/766,29/Nov/2017:19:02:03,GET / HTTP/1.1,302
10.129.2.1/898,29/Nov/2017:19:02:03,GET /login.php HTTP/1.1,200
10.129.2.1/6885,29/Nov/2017:19:02:03,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/6509,29/Nov/2017:19:02:03,GET /css/font-awesome.min.css HTTP/1.1,200
10.129.2.1/4601,29/Nov/2017:19:02:04,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/4895,29/Nov/2017:19:02:04,GET /css/main.css HTTP/1.1,200
10.131.2.1/9886,29/Nov/2017:19:02:04,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/4667,29/Nov/2017:19:02:04,GET /css/style.css HTTP/1.1,200
10.129.2.1/5846,29/Nov/2017:19:02:04,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
